0x1FC1D2E30000	"FRRECSPN"
0x1FC1D2E3DEF8	"辅助装置功率消耗"
0x1FC1D2E3DEF9	"PSVBATAL"
0x1FC1D2E3DEFA	"PSVBATPT"
0x1FC1D2E3DEFB	"节能高压蓄电池电压"
0x1FC1D2E3DEFC	"节能高压蓄电池电压"
0x1FC1D2E3DEFD	"节能高压蓄电池电压"
0x1FC1D2E3DEFE	"节能高压蓄电池电压"
0x1FC1D2E3DEFF	"节能高压蓄电池电压"
0x1FC1D2E3DF00	"节能高压蓄电池电压"
0x1FC1D2E3DF01	"至内部压力传感器的电源电压"
0x1FC1D2E3DF02	"压力传感器电源"
0x1FC1D2E3DF03	"PSW"
0x1FC1D2E3DF04	"前排乘客座椅承重传感器"
0x1FC1D2E3DF05	"前排乘客侧后车门锁止开关"
0x1FC1D2E3DF06	"前排乘客侧后车门解锁开关"
0x1FC1D2E3DF07	"动力转向信号"
0x1FC1D2E3DF08	"PTANKSLD"
0x1FC1D2E3DF09	"油箱内部压力"
0x1FC1D2E3DF0A	"葡萄牙语（巴西）"
0x1FC1D2E3DF0B	"PTC电压"
0x1FC1D2E3DF0C	"蓄电池单元温度传感器"
0x1FC1D2E3DF0D	"PCB温度传感器无效信号HCA1"
0x1FC1D2E3DF0E	"PCB温度传感器无效信号HCA2"
0x1FC1D2E3DF0F	"葡萄牙语"
0x1FC1D2E3DF10	"电动尾门控制系统(PTCS)"
0x1FC1D2E3DF11	"PTG空调"
0x1FC1D2E3DF12	"PTG仪表"
0x1FC1D2E3DF13	"PTG-MICU"
0x1FC1D2E3DF14	"PTG-P/W（电动车窗）"
0x1FC1D2E3DF15	"PTG蜂鸣器"
0x1FC1D2E3DF16	"PTG蜂鸣器音量"
0x1FC1D2E3DF17	"电动尾门驱动离合器指令"
0x1FC1D2E3DF18	"PTG离合器"
0x1FC1D2E3DF19	"PTG离合器（作动1秒钟）"
0x1FC1D2E3DF1A	"PTG驱动电机：全闭位置"
0x1FC1D2E3DF1B	"PTG驱动电机：全开位置"
0x1FC1D2E3DF1C	"PTG危险指示灯"
0x1FC1D2E3DF1D	"电动尾门指示器"
0x1FC1D2E3DF1E	"PTG锁销电机"
0x1FC1D2E3DF1F	"电动尾门驱动电机指令"
0x1FC1D2E3DF20	"PTG电机"
0x1FC1D2E3DF21	"电动尾门驱动电机脉冲A"
0x1FC1D2E3DF22	"电动尾门驱动电机脉冲B"
0x1FC1D2E3DF23	"PTG传感器A阶段"
0x1FC1D2E3DF24	"PTG传感器B阶段"
0x1FC1D2E3DF25	"电动尾门开关"
0x1FC1D2E3DF26	"PTG单元"
0x1FC1D2E3DF27	"电动行李箱盖控制系统(PTLCS)"
0x1FC1D2E3DF28	"本测试检查PTL驱动电机的驱动。"
0x1FC1D2E3DF29	"PTL驱动电机的驱动"
0x1FC1D2E3DF2A	"本测试检查PTL电磁离合器的驱动。"
0x1FC1D2E3DF2B	"PTL离合器"
0x1FC1D2E3DF2C	"AT禁止标记状态"
0x1FC1D2E3DF2D	"CAN（控制局域网）通信状态"
0x1FC1D2E3DF2E	"牵引力控制禁止标记状态"
0x1FC1D2E3DF2F	"PTOBSMHS"
0x1FC1D2E3DF30	"HTS触发"
0x1FC1D2E3DF31	"避免动力传动系继续振动"
0x1FC1D2E3DF32	"动力传动系振动导致规避控制"
0x1FC1D2E3DF33	"PTT"
0x1FC1D2E3DF34	"前排乘客气囊切断指示器"
0x1FC1D2E3DF35	"PUC传感器"
0x1FC1D2E3DF36	"行人碰撞防护系统(PUH)"
0x1FC1D2E3DF37	"ECU ID：%s"
0x1FC1D2E3DF38	"SRS ECU控制器弹起式发动机盖系统。\n请参见SRS菜单。"
0x1FC1D2E3DF39	"该功能用于车辆位置校正。"
0x1FC1D2E3DF3A	" - 将车辆停在水平地面上并起动发动机。"
0x1FC1D2E3DF3B	" - 确保所有轮胎的尺寸正确、胎压正确。"
0x1FC1D2E3DF3C	" - 取下车中的所有行李，只留下备胎和工具箱。"
0x1FC1D2E3DF3D	" - 坐到驾驶员座椅上。"
0x1FC1D2E3DF3E	" - 关闭所有车门。"
0x1FC1D2E3DF3F	" - 将变速箱换至P档并施加驻车制动器。"
0x1FC1D2E3DF40	"按[确定]键以开始校正。"
0x1FC1D2E3DF41	"故障代码："
0x1FC1D2E3DF42	"车辆水平位置校正"
0x1FC1D2E3DF43	"CL - %x"
0x1FC1D2E3DF44	"校正正在进行"
0x1FC1D2E3DF45	"CL-00：正常"
0x1FC1D2E3DF46	"校正已经完成"
0x1FC1D2E3DF47	"DTC清除正在进行"
0x1FC1D2E3DF48	"按[确定]键以结束该功能。"
0x1FC1D2E3DF49	"此功能在MID中打开或关闭弹起式发动机盖警告"
0x1FC1D2E3DF4A	"警告显示强制启动"
0x1FC1D2E3DF4B	"弹起式发动机盖警告正在打开"
0x1FC1D2E3DF4C	"按[确定]按钮以关闭POP-UP发动机盖警告"
0x1FC1D2E3DF4D	"弹起式发动机盖警告正在关闭"
0x1FC1D2E3DF4E	"按[确定]按钮以打开POP-UP发动机盖警告"
0x1FC1D2E3DF4F	"PUKDETCNT"
0x1FC1D2E3DF50	"通电检测套件"
0x1FC1D2E3DF51	"皮带轮控制"
0x1FC1D2E3DF52	"皮带轮控制电磁阀"
0x1FC1D2E3DF53	"拉动"
0x1FC1D2E3DF54	"曲轴位置脉冲发生器计算状态"
0x1FC1D2E3DF55	"曲轴位置脉冲发生器反馈学习"
0x1FC1D2E3DF56	"泵电机继电器"
0x1FC1D2E3DF57	"真空泵电机激活计数器"
0x1FC1D2E3DF58	"真空泵电机激活时间"
0x1FC1D2E3DF59	"泵继电器信号"
0x1FC1D2E3DF5A	"按压"
0x1FC1D2E3DF5B	"按压"
0x1FC1D2E3DF5C	"按压"
0x1FC1D2E3DF5D	"VCU输出功率极限（增压侧）"
0x1FC1D2E3DF5E	"VCU输出功率极限（背压侧）"
0x1FC1D2E3DF5F	"PVC传感器"
0x1FC1D2E3DF60	"主氧传感器/主HO2S（传感器1）"
0x1FC1D2E3DF61	"无极自动变速箱控制系统(CVT)"
0x1FC1D2E3DF62	"电动车窗模块控制系统(PWMCS)"
0x1FC1D2E3DF63	"外部电源的耗电量"
0x1FC1D2E3DF64	"高压蓄电池连续辅助功率极限"
0x1FC1D2E3DF65	"高压蓄电池连续辅助功率极限"
0x1FC1D2E3DF66	"高压蓄电池连续辅助功率极限"
0x1FC1D2E3DF67	"高压蓄电池连续辅助功率极限"
0x1FC1D2E3DF68	"高压蓄电池连续辅助功率极限"
0x1FC1D2E3DF69	"高压蓄电池连续辅助功率极限"
0x1FC1D2E3DF6A	"IMA蓄电池的连续辅助功率极限"
0x1FC1D2E3DF6B	"IMA蓄电池的连续辅助功率极限"
0x1FC1D2E3DF6C	"高压蓄电池瞬时辅助功率极限"
0x1FC1D2E3DF6D	"高压蓄电池瞬时辅助功率极限"
0x1FC1D2E3DF6E	"高压蓄电池瞬时辅助功率极限"
0x1FC1D2E3DF6F	"高压蓄电池瞬时辅助功率极限"
0x1FC1D2E3DF70	"高压蓄电池瞬时辅助功率极限"
0x1FC1D2E3DF71	"高压蓄电池瞬时辅助功率极限"
0x1FC1D2E3DF72	"高压蓄电池瞬时辅助功率极限"
0x1FC1D2E3DF73	"IMA蓄电池的瞬时辅助功率极限"
0x1FC1D2E3DF74	"IMA蓄电池的瞬时辅助功率极限"
0x1FC1D2E3DF75	"辅助功率极限（BCM模块）"
0x1FC1D2E3DF76	"蓄电池模块功率"
0x1FC1D2E3DF77	"蓄电池模块功率"
0x1FC1D2E3DF78	"蓄电池模块功率"
0x1FC1D2E3DF79	"蓄电池模块功率"
0x1FC1D2E3DF7A	"蓄电池模块功率"
0x1FC1D2E3DF7B	"蓄电池模块功率"
0x1FC1D2E3DF7C	"蓄电池模块功率"
0x1FC1D2E3DF7D	"蓄电池电功率实际值（无滤波器）"
0x1FC1D2E3DF7E	"高压蓄电池模块功率（BCM模块）"
0x1FC1D2E3DF7F	"IMA蓄电池模块功率"
0x1FC1D2E3DF80	"ECVT模式目标电瓶功率"
0x1FC1D2E3DF81	"超速档模式目标电瓶功率"
0x1FC1D2E3DF82	"充电器的目标功率"
0x1FC1D2E3DF83	"常规充电器的目标功率"
0x1FC1D2E3DF84	"PWC传感器"
0x1FC1D2E3DF85	"空调功率消耗"
0x1FC1D2E3DF86	"允许放电电能"
0x1FC1D2E3DF87	"DC-DC转换器耗电量"
0x1FC1D2E3DF88	"DC-DC转换器耗电量"
0x1FC1D2E3DF89	"DC-DC转换器耗电量"
0x1FC1D2E3DF8A	"DC-DC转换器耗电量"
0x1FC1D2E3DF8B	"DC-DC转换器耗电量"
0x1FC1D2E3DF8C	"DC-DC转换器耗电量"
0x1FC1D2E3DF8D	"DC-DC转换器耗电量"
0x1FC1D2E3DF8E	"DC-DC转换器耗电量"
0x1FC1D2E3DF8F	"电动压缩机的上限电功率"
0x1FC1D2E3DF90	"电动压缩机功率限制"
0x1FC1D2E3DF91	"目标发动机输出值"
0x1FC1D2E3DF92	"外部电源功率极限（MG ECU）"
0x1FC1D2E3DF93	"外部电源功耗显示值"
0x1FC1D2E3DF94	"外部动力单元功耗"
0x1FC1D2E3DF95	"HCU功率消耗"
0x1FC1D2E3DF96	"HCU功率消耗"
0x1FC1D2E3DF97	"燃料电池发电请求电功率"
0x1FC1D2E3DF98	"喷油嘴加热器功率"
0x1FC1D2E3DF99	"电机输入电功率"
0x1FC1D2E3DF9A	"电机输入电功率"
0x1FC1D2E3DF9B	"电机输入电功率（GEN）"
0x1FC1D2E3DF9C	"电机输入电功率（TRC）"
0x1FC1D2E3DF9D	"外部电源变换器功率极限"
0x1FC1D2E3DF9E	"外部电源变换器输出功率"
0x1FC1D2E3DF9F	"PWMJO"
0x1FC1D2E3DFA0	"电机实际电功率"
0x1FC1D2E3DFA1	"电机损耗调节电功率"
0x1FC1D2E3DFA2	"电机损耗电功率"
0x1FC1D2E3DFA3	"前空调的启用功率"
0x1FC1D2E3DFA4	"前空调的启用功率"
0x1FC1D2E3DFA5	"PWR"
0x1FC1D2E3DFA6	"电源指令信号"
0x1FC1D2E3DFA7	"高压蓄电池连续再生功率极限"
0x1FC1D2E3DFA8	"高压蓄电池连续再生功率极限"
0x1FC1D2E3DFA9	"高压蓄电池连续再生功率极限"
0x1FC1D2E3DFAA	"高压蓄电池连续再生功率极限"
0x1FC1D2E3DFAB	"高压蓄电池连续再生功率极限"
0x1FC1D2E3DFAC	"高压蓄电池连续再生功率极限"
0x1FC1D2E3DFAD	"IMA蓄电池的连续再生功率极限"
0x1FC1D2E3DFAE	"IMA蓄电池的连续再生功率极限"
0x1FC1D2E3DFAF	"高压蓄电池瞬时再生功率极限"
0x1FC1D2E3DFB0	"高压蓄电池瞬时再生功率极限"
0x1FC1D2E3DFB1	"高压蓄电池瞬时再生功率极限"
0x1FC1D2E3DFB2	"高压蓄电池瞬时再生功率极限"
0x1FC1D2E3DFB3	"高压蓄电池瞬时再生功率极限"
0x1FC1D2E3DFB4	"高压蓄电池瞬时再生功率极限"
0x1FC1D2E3DFB5	"高压蓄电池瞬时再生功率极限"
0x1FC1D2E3DFB6	"IMA蓄电池的瞬时再生功率极限"
0x1FC1D2E3DFB7	"IMA蓄电池的瞬时再生功率极限"
0x1FC1D2E3DFB8	"再生功率极限（BCM模块）"
0x1FC1D2E3DFB9	"电源电压低。"
0x1FC1D2E3DFBA	"电动车窗继电器"
0x1FC1D2E3DFBB	"电动车窗控制单元的重新设置失败。再一次执行重新设置程序。"
0x1FC1D2E3DFBC	"该功能重新设置电动车窗控制单元。"
0x1FC1D2E3DFBD	"电动车窗控制单元的重新设置已完成。"
0x1FC1D2E3DFBE	"燃料电池堆进口处的燃料电池冷却液压力传感器电压"
0x1FC1D2E3DFBF	"燃料电池堆进口燃料电池冷却液压力"
0x1FC1D2E3DFC0	"VCU功率极限"
0x1FC1D2E3DFC1	"VCU功率极限（GEN）"
0x1FC1D2E3DFC2	"VCU功率极限（GEN）"
0x1FC1D2E3DFC3	"VCU再生功率极限"
0x1FC1D2E3DFC4	"VCU再生功率极限（GEN）"
0x1FC1D2E3DFC5	"VCU再生功率极限（GEN）"
0x1FC1D2E3DFC6	"电动车窗电机"
0x1FC1D2E3DFC7	"电源总开关"
0x1FC1D2E3DFC8	"电动车窗继电器"
0x1FC1D2E3DFC9	"独立操作"
0x1FC1D2E3DFCA	"电动车窗开关"
0x1FC1D2E3DFCB	"电动车窗单元"
0x1FC1D2E3DFCC	"电动车窗继电器指令"
0x1FC1D2E3DFCD	"该模式检查电动车窗继电器的驱动。\n检测仪将指令控制单元驱动该继电器"
0x1FC1D2E3DFCE	"乘客侧后车窗"
0x1FC1D2E3DFCF	"驾驶员侧后车窗"
0x1FC1D2E3DFD0	"压电式喷油嘴1激励电压偏差"
0x1FC1D2E3DFD1	"压电式喷油嘴1目标激励电压"
0x1FC1D2E3DFD2	"压电式喷油嘴1激励电压"
0x1FC1D2E3DFD3	"压电式喷油嘴2激励电压偏差"
0x1FC1D2E3DFD4	"压电式喷油嘴2目标激励电压"
0x1FC1D2E3DFD5	"压电式喷油嘴2激励电压"
0x1FC1D2E3DFD6	"压电式喷油嘴3激励电压偏差"
0x1FC1D2E3DFD7	"压电式喷油嘴3目标激励电压"
0x1FC1D2E3DFD8	"压电式喷油嘴3激励电压"
0x1FC1D2E3DFD9	"压电式喷油嘴4激励电压偏差"
0x1FC1D2E3DFDA	"压电式喷油嘴4目标激励电压"
0x1FC1D2E3DFDB	"压电式喷油嘴4激励电压"
0x1FC1D2E3DFDC	"EPB工作状态"
0x1FC1D2E3DFDD	"P"
0x1FC1D2E3DFDE	"PTG / PTL单元"
0x1FC1D2E3DFDF	"P档指示器"
0x1FC1D2E3DFE0	"驻车锁未接合"
0x1FC1D2E3DFE1	"驻车锁接合"
0x1FC1D2E3DFE2	"中间位置"
0x1FC1D2E3DFE3	"传感器故障"
0x1FC1D2E3DFE4	"驻车锁的状态"
0x1FC1D2E3DFE5	"EPB启动灯状态"
0x1FC1D2E3DFE6	"电源电压"
0x1FC1D2E3DFE7	"真空压力"
0x1FC1D2E3DFE8	"EPB警告灯状态"
0x1FC1D2E3DFE9	"Pa"
0x1FC1D2E3DFEA	"驻车灯"
0x1FC1D2E3DFEB	"本模式检查驻车灯的测试。"
0x1FC1D2E3DFEC	"驻车灯"
0x1FC1D2E3DFED	"停车灯指令"
0x1FC1D2E3DFEE	"该模式检查驻车灯的点亮情况。\n检测仪将指令控制单元使该灯亮起。"
0x1FC1D2E3DFEF	"P（驻车）档"
0x1FC1D2E3DFF0	"P（驻车）档"
0x1FC1D2E3DFF1	"通过"
0x1FC1D2E3DFF2	"前乘客侧车窗向下驱动"
0x1FC1D2E3DFF3	"该模式检查前排乘客侧电动车窗电机向下驱动情况。\n检测仪将指令控制单元驱动该电机"
0x1FC1D2E3DFF4	"前乘客侧车窗向上驱动"
0x1FC1D2E3DFF5	"该模式检查助手席侧电动车窗电机向上驱动情况。\n检测仪将指令控制单元驱动该电机"
0x1FC1D2E3DFF6	"通过"
0x1FC1D2E3DFF7	"通过"
0x1FC1D2E3DFF8	"PAX警告复位"
0x1FC1D2E3DFF9	"PCS（CPV）关闭，CVS打开"
0x1FC1D2E3DFFA	"PCS（CPV）关闭，CVS打开"
0x1FC1D2E3DFFB	"PCS（CPV）打开，CVS打开"
0x1FC1D2E3DFFC	"PCS（CPV）打开/关闭，CVS打开"
0x1FC1D2E3DFFD	"PCV系统"
0x1FC1D2E3DFFE	"再次进行中性点重新设定步骤"
0x1FC1D2E3DFFF	"允许"
0x1FC1D2E3E000	"高压蓄电池最大单元电压"
0x1FC1D2E3E001	"高压蓄电池最大单元电压"
0x1FC1D2E3E002	"蓄电池单元最高电压（原始数据）"
0x1FC1D2E3E003	"高压蓄电池最大单元电压"
0x1FC1D2E3E004	"IMA蓄电池最大单元电压"
0x1FC1D2E3E005	"高压蓄电池最小单元电压"
0x1FC1D2E3E006	"高压蓄电池最小单元电压"
0x1FC1D2E3E007	"高压蓄电池最小单元电压"
0x1FC1D2E3E008	"高压蓄电池最小单元电压"
0x1FC1D2E3E009	"高压蓄电池最小单元电压"
0x1FC1D2E3E00A	"蓄电池单元最低电压（原始数据）"
0x1FC1D2E3E00B	"高压蓄电池最小单元电压"
0x1FC1D2E3E00C	"IMA蓄电池最小单元电压"
0x1FC1D2E3E00D	"电瓶（高分辨率）"
0x1FC1D2E3E00E	"喷油嘴继电器的下游电压"
0x1FC1D2E3E00F	"蓄电池电压数值"
0x1FC1D2E3E010	"来自电瓶传感器的电瓶电压"
0x1FC1D2E3E011	"蓄电池电压（蓄电池传感器）"
0x1FC1D2E3E012	"来自蓄电池传感器的蓄电池电压"
0x1FC1D2E3E013	"电荷泵电压"
0x1FC1D2E3E014	"“VBSOL”的供电电压"
0x1FC1D2E3E015	"VBSTMCHK"
0x1FC1D2E3E016	"备用电压"
0x1FC1D2E3E017	"VBU"
0x1FC1D2E3E018	"蓄电池状态监控器备用电源电压"
0x1FC1D2E3E019	"蓄电池状态监控器备用电源电压"
0x1FC1D2E3E01A	"蓄电池状态监控器备用电源电压"
0x1FC1D2E3E01B	"蓄电池状态监控器备用电源电压"
0x1FC1D2E3E01C	"蓄电池状态监控器备用电源电压"
0x1FC1D2E3E01D	"电机控制模块备用电源电压"
0x1FC1D2E3E01E	"电机控制模块备用电源电压"
0x1FC1D2E3E01F	"电机控制模块备用电源电压（GEN）"
0x1FC1D2E3E020	"电机控制模块备用电源电压（TRC）"
0x1FC1D2E3E021	"蓄电池状态监控器备用电源电压"
0x1FC1D2E3E022	"电机控制模块备用电源电压（GEN）"
0x1FC1D2E3E023	"电机控制模块备用电源电压（TRC）"
0x1FC1D2E3E024	"MCM备用电压"
0x1FC1D2E3E025	"BCM模块备用电源电压"
0x1FC1D2E3E026	"MCM模块备用电源电压"
0x1FC1D2E3E027	"蓄电池电压"
0x1FC1D2E3E028	"VBU信号"
0x1FC1D2E3E029	"蓄电池状态监控器备用电源电压（TMU-L）"
0x1FC1D2E3E02A	"蓄电池状态监控器备用电源电压（TMU-R）"
0x1FC1D2E3E02B	"至控制电磁阀的电压"
0x1FC1D2E3E02C	"蓄电池电压"
0x1FC1D2E3E02D	"蓄电池电压"
0x1FC1D2E3E02E	"蓄电池"
0x1FC1D2E3E02F	"12V蓄电池电压"
0x1FC1D2E3E030	"蓄电池电压"
0x1FC1D2E3E031	"该ECM没有监控电压"
0x1FC1D2E3E032	"蓄电池电压"
0x1FC1D2E3E033	"蓄电池"
0x1FC1D2E3E034	"电源电压（VB）"
0x1FC1D2E3E035	"蓄电池电压"
0x1FC1D2E3E036	"低压电容器"
0x1FC1D2E3E037	"低压电容器"
0x1FC1D2E3E038	"电容器接收电压（BBC）"
0x1FC1D2E3E039	"VCC"
0x1FC1D2E3E03A	"传感器1的供电电压。"
0x1FC1D2E3E03B	"VCC2"
0x1FC1D2E3E03C	"传感器2的供电电压。"
0x1FC1D2E3E03D	"VCC2电压"
0x1FC1D2E3E03E	"5V电源电压"
0x1FC1D2E3E03F	"最小单元电压"
0x1FC1D2E3E040	"最小单元电压（CVM1）"
0x1FC1D2E3E041	"最小单元电压（CVM2）"
0x1FC1D2E3E042	"气缸列1空燃比传感器电源"
0x1FC1D2E3E043	"气缸列2空燃比传感器电源"
0x1FC1D2E3E044	"将发动机转速保持在3000 - 3500转/分之间。按下记号按钮以改变电磁阀的状态。确认机油压力值是否改变。"
0x1FC1D2E3E045	"发动机转速[转/分]"
0x1FC1D2E3E046	"可变容量机油泵电磁线圈控制指令"
0x1FC1D2E3E047	"机油压力（千帕）"
0x1FC1D2E3E048	"测试中断。\n请再次重试。"
0x1FC1D2E3E049	"关闭点火开关。"
0x1FC1D2E3E04A	"直接喷射升压电压"
0x1FC1D2E3E04B	"深圳富士伟业本田智能诊断程序确认MVCI版本和CM更新文件。\n这需要60秒左右。\n\n您可以通过MVCI哔哔声确认MVCI已进行通信。"
0x1FC1D2E3E04C	"要对MVCI进行无线连接，从您的电脑桌面或开始菜单运行MVCI连接管理器。"
0x1FC1D2E3E04D	"要更改您MVCI的无线配置文件，从您的电脑桌面或开始菜单运行MVCI WiFi设置向导。"
0x1FC1D2E3E04E	"有关详细信息，请参考MVCI用户指南。"
0x1FC1D2E3E04F	"“MVCI CM更新”数据库和校正文件需要更新。\n这将花费%d分钟左右的时间。"
0x1FC1D2E3E050	"按[确定]键开始更新MVCI。"
0x1FC1D2E3E051	"如果MVCI没有发出哔哔声，则可能使用了错误的单元。\n在屏幕上按ENTER键后，可能需要60秒左右才显示下一下屏幕。请稍候。"
0x1FC1D2E3E052	"MVCI软件需要更新。\n按[确定]键开始更新MVCI。"
0x1FC1D2E3E053	"您确定要更新MVCI软件吗？"
0x1FC1D2E3E054	"请用通信电缆将MVCI连接至PC。\n 然后按[确定]键开始更新。"
0x1FC1D2E3E055	"深圳富士伟业本田智能诊断程序无法确定MVCI软件版本。请重新安装最新的深圳富士伟业本田智能诊断程序和MVCI CD。"
0x1FC1D2E3E056	"深圳富士伟业本田智能诊断程序无法启动MVCI软件更新程序。"
0x1FC1D2E3E057	"深圳富士伟业本田智能诊断程序因无效的二进制数据而无法完成MVCI软件更新程序。"
0x1FC1D2E3E058	"深圳富士伟业本田智能诊断程序因应用程序故障而无法完成MVCI软件更新程序。请重新启动MVCI并重试。"
0x1FC1D2E3E059	"深圳富士伟业本田智能诊断程序因更新失败而无法完成MVCI软件更新程序。\n请重新启动MVCI并重试。"
0x1FC1D2E3E05A	"深圳富士伟业本田智能诊断程序因重新启动超时而无法完成MVCI软件更新程序。\n请重新启动MVCI并重试。"
0x1FC1D2E3E05B	"深圳富士伟业本田智能诊断程序因重新启动期间出现意外信息而无法完成MVCI软件更新程序。\n请重新启动MVCI并重试。"
0x1FC1D2E3E05C	"深圳富士伟业本田智能诊断程序无法找到PC上的“CM更新”校正文件。\n\n请将“CM更新”重新安装到PC上。"
0x1FC1D2E3E05D	"PC上的CM更新校正文件损坏。\n\n请在PC上重新安装CM更新，然后删除MVCI SD卡上的所有CM更新校正文件。"
0x1FC1D2E3E05E	"深圳富士伟业本田智能诊断程序无法与MVCI通信。\n\n请从MVCI上拆下所有电缆，然后重新连接。确保电缆连接正确。\n确保正确插入SD卡。"
0x1FC1D2E3E05F	"深圳富士伟业本田智能诊断程序无法启动“MVCI CM更新”校正文件的更新程序。\n\n请从MVCI上拆下所有电缆，然后重新连接。确保电缆连接正确。"
0x1FC1D2E3E060	"“MVCI CM更新”校正文件的更新程序失败。\n\n请从MVCI上拆下所有电缆，然后重新连接。确保电缆连接正确且SD存储器卡处于MVCI中。同样确认SD卡的写保护侧未设定为“锁止”。"
0x1FC1D2E3E061	"深圳富士伟业本田智能诊断程序不能从PC中获取日期、时间、目标市场、语言和经销商代码信息。"
0x1FC1D2E3E062	"MVCI同步已失败。\n请使用“MVCI SDMEM格式化”功能来格式化SD存储器卡，然后重试。\n如果问题仍然存在，请致电您当地的MVCI支持。"
0x1FC1D2E3E063	"未在PC上找到DTCDB。\n\n请重新安装最新的深圳富士伟业本田智能诊断程序并重试，以更新MVCI。"
0x1FC1D2E3E064	"DTCDB已损坏。\n\n请重新安装最新的深圳富士伟业本田智能诊断程序并重试，以更新MVCI。"
0x1FC1D2E3E065	"深圳富士伟业本田智能诊断程序无法与软件应用程序5通信。\n\n确保MVCI正确连接。"
0x1FC1D2E3E066	"深圳富士伟业本田智能诊断程序无法与软件应用程序6通信。\n\n确保MVCI正确连接。"
0x1FC1D2E3E067	"重新启动MVCI。"
0x1FC1D2E3E068	"正在更新“MVCI CM更新”数据库和校正文件。"
0x1FC1D2E3E069	"“MVCI CM更新”数据库和校正文件的更新已成功完成。"
0x1FC1D2E3E06A	"现在，您可以独立于主机使用“MVCI CM更新”应用程序。"
0x1FC1D2E3E06B	"确认MVCI状态。然后，请按下[确定]以继续深圳富士伟业本田智能诊断程序操作。"
0x1FC1D2E3E06C	"最终确定MVCI数据"
0x1FC1D2E3E06D	"“MVCI CM更新”数据库和校正文件不是最新的。如果您想使用“MVCI CM更新”，则必须更新这些文件。"
0x1FC1D2E3E06E	"否则，请确认MVCI状态。然后，请按下[确定]以继续深圳富士伟业本田智能诊断程序操作。"
0x1FC1D2E3E06F	"更新MVCI软件。"
0x1FC1D2E3E070	"请不要断开电源或断开通信电缆。"
0x1FC1D2E3E071	"在某些情况下，进程条可能会暂停60秒，请继续等待。"
0x1FC1D2E3E072	"MVCI更新已成功完成。"
0x1FC1D2E3E073	"更新MVCI之后的重要信息："
0x1FC1D2E3E074	"现在MVCI已经更新："
0x1FC1D2E3E075	"等待MVCI完成重新启动过程（显示“等待用户输入...”）"
0x1FC1D2E3E076	"为下一步保持PC和MVCI之间的通信电缆连接状态。"
0x1FC1D2E3E077	"为设定MVCI上存储的无线配置文件,自桌面或启动菜单启动“MVCI WiFi设定向导”。"
0x1FC1D2E3E078	"为无线连接至MVCI，运行PC桌面或启动菜单中的“MVCI连接管理器”。"
0x1FC1D2E3E079	"有关详细信息，请参考MVCI用户指南。"
0x1FC1D2E3E07A	"VCM"
0x1FC1D2E3E07B	"让发动机转速保持在2800 RPM左右"
0x1FC1D2E3E07C	"让发动机转速保持在2500和3500 RPM之间"
0x1FC1D2E3E07D	"发动机转速"
0x1FC1D2E3E07E	"摇臂机油控制电磁阀："
0x1FC1D2E3E07F	"摇臂机油压力开关："
0x1FC1D2E3E080	"后部机油压力开关："
0x1FC1D2E3E081	"前部机油压力开关："
0x1FC1D2E3E082	"测试状态%s：3缸模式"
0x1FC1D2E3E083	"测试状态%s：4缸模式"
0x1FC1D2E3E084	"测试状态%s：6缸模式"
0x1FC1D2E3E085	"按[确定]按钮以启动阀至下一状态。"
0x1FC1D2E3E086	"VCM2系统正常"
0x1FC1D2E3E087	"阀暂停系统正常。\n（气缸列1，后部气缸列侧阀暂停系统和气缸列2，前部气缸列侧阀暂停系统）"
0x1FC1D2E3E088	"按[确定]按钮以改变电磁阀A（B1）的状态"
0x1FC1D2E3E089	"摇臂机油控制电磁阀A（B1）："
0x1FC1D2E3E08A	"摇臂机油控制电磁阀B（B1）："
0x1FC1D2E3E08B	"摇臂机油控制电磁阀A（B2）："
0x1FC1D2E3E08C	"按[确定]按钮以改变电磁阀B（B1）的状态"
0x1FC1D2E3E08D	"按[确定]按钮以改变电磁阀A（B2）的状态"
0x1FC1D2E3E08E	"VPS（阀暂停系统）发生故障。"
0x1FC1D2E3E08F	"****注意****"
0x1FC1D2E3E090	"取决于型号，当油压由于油温过高而降低时，功能测试可能失败。如果冷却液温度降至低于60℃，则再次执行功能测试。"
0x1FC1D2E3E091	"电磁阀A（B1）："
0x1FC1D2E3E092	"电磁阀B（B1）："
0x1FC1D2E3E093	"电磁阀A（B2）："
0x1FC1D2E3E094	"命令："
0x1FC1D2E3E095	"返回信号："
0x1FC1D2E3E096	"VTEC测试"
0x1FC1D2E3E097	"1. VCM2测试"
0x1FC1D2E3E098	"VPS（阀暂停系统）测试"
0x1FC1D2E3E099	"2.3缸启动测试"
0x1FC1D2E3E09A	"3缸启动测试"
0x1FC1D2E3E09B	"3.4缸启动测试"
0x1FC1D2E3E09C	"4缸启动测试"
0x1FC1D2E3E09D	"4. 6缸启动测试"
0x1FC1D2E3E09E	"6缸启动测试"
0x1FC1D2E3E09F	"1. 电磁阀激活"
0x1FC1D2E3E0A0	"电磁阀激活"
0x1FC1D2E3E0A1	"2.VCM2测试"
0x1FC1D2E3E0A2	"VPS（阀暂停系统）测试"
0x1FC1D2E3E0A3	"VTEC测试"
0x1FC1D2E3E0A4	"摇臂机油压力开关B（气缸列1）"
0x1FC1D2E3E0A5	"VCMP"
0x1FC1D2E3E0A6	"VCM VTEC条件"
